classes	TEL-AML1_1	TEL-AML1_2	TEL-AML1_3	TEL-AML1_4	TEL-AML1_5	TEL-AML1_6	TEL-AML1_7	TEL-AML1_8	TEL-AML1_9	TEL-AML1_10	TEL-AML1_11	TEL-AML1_12	TEL-AML1_13	TEL-AML1_14	TEL-AML1_15	TEL-AML1_16	TEL-AML1_17	TEL-AML1_18	TEL-AML1_19	TEL-AML1_20	TEL-AML1_21	TEL-AML1_22	TEL-AML1_23	TEL-AML1_24	TEL-AML1_25	TEL-AML1_26	TEL-AML1_27	TEL-AML1_28	TEL-AML1_29	TEL-AML1_30	T-ALL_1	T-ALL_2	T-ALL_3	T-ALL_4	T-ALL_5	T-ALL_6	T-ALL_7	T-ALL_8	T-ALL_9	T-ALL_10	T-ALL_11	T-ALL_12	T-ALL_13	T-ALL_14	T-ALL_15	T-ALL_16	T-ALL_17	T-ALL_18	T-ALL_19	T-ALL_20
1027	0	0	1748	0	0	1952.7	4274	0	0	3002.9	4537.1	0	2778.7	0	2950.2	2637	3906.9	0	3120.3	2373.5	0	3198.9	0	0	1698.3	0	0	3655.3	1929.3	3257.3	0	1151.9	3169.5	0	1397.5	0	0	0	2180.1	2090.6	1869.9	0	0	3935.1	3682.5	2023.7	2146.1	3906.3	3623.6	0
1026	0	0	0	5417.2	9129.3	0	0	0	9922.7	0	0	6535.6	0	7220.3	0	9119.3	0	14221.6	0	3165.4	4202.1	0	6483.9	0	0	3653.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1021	0	0	0	3594	0	0	3743.5	0	0	0	1609.9	0	0	2973.8	4557.8	0	2481.7	0	0	0	0	0	2579.3	0	4309.6	1624	1881.9	0	0	6406.2	4822.2	1893.9	1318.1	5081	2889.5	5061.7	0	0	0	4727.7	4475.5	0	6451.8	1855.4	1577	3501.3	3338.7	790.5	5119.6	0
1020	0	0	0	3248.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2454.1	0	0	0	0	0	0	2321.4	0	0	0	0	0	0	0	0	0
3417	0	0	2871.2	2794.5	0	0	0	0	5640.2	0	3758.9	3932.9	0	2402	0	2430	0	3047.8	0	2720.4	0	0	0	0	3519.8	2237.7	2972.3	3462.7	0	0	5012.6	3386.9	4779.1	5795.4	0	7410.6	0	4756	2863.2	2563	0	0	6027	9064	3432.3	2300.6	3721.2	4997.8	9640.8	0
6310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2808.6	0	0	0	0	1105.6	0	0	0	1219.3	0	0	0	0	0	2171.4	0	0	0	0	0	0	0	0	0	0	0	0
6311	5016.9	4605.8	3105.5	5287	4567.6	4186	4263.5	3911.3	6111.4	5321.3	5282.1	0	5532.7	4238.1	6375.2	5064.6	4820.5	0	4994.4	4922.9	5000.7	3842	5886.7	4484.7	4491.2	4520.6	6608.7	7045.1	0	2298.6	7435.5	4782.2	2811	6296.8	4821.6	4699.2	7452.4	6899.3	6926.7	5306.1	3662.7	4888.6	5273.8	7327.2	5583.7	4379.9	4538.2	5292.5	3677.4	5273.6
6317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1118.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1999.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6319	0	0	0	0	1413.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1322.5	0	0	0	0	0	0	0	0	0
1029	0	0	0	3220.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2511.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1028	0	0	0	1633.9	0	0	0	0	0	0	0	0	3417.3	0	0	871.5	0	0	0	0	0	0	0	3129.7	0	0	1770.3	3085.1	0	0	2195.8	19111.8	0	0	0	0	0	0	0	0	0	0	5326.7	0	0	2493.9	0	2606.7	0	0
9652	0	0	0	1812.6	0	0	0	0	0	0	0	0	2014.3	1332.2	0	876.6	0	0	0	0	2351.3	0	1706.8	1860.6	2181.5	1134.7	0	0	0	1672.2	4916.7	2458	1709	0	0	0	0	0	2617.5	0	0	0	0	1873.9	2963.8	1354.7	2026.5	2282.7	0	0
9653	0	0	0	1503.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2187.1	0	0	0	0	0	0	0	0	1497.9	0	0	0	0	462.5	0	0	0	0	0	0	0	0	0	0	0	969.6	0	0	603.9	0	0
10129	0	0	0	1601.7	0	0	2864.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1718.8	0	0	0	0	0	0	2841.5	1635.9	0	0	5463	3111.8	5858.7	4711.1	4078.3	0	0	0	0	0	0	0	0	1636.5	2631.1	5182.4
10128	2750.6	5261.7	3728.7	3525.8	4226.5	0	4402.2	5628.5	3123	2900.9	3640.7	0	4597.6	3239	0	2615.6	4497.3	3352.5	5305.8	0	1746.6	4274.8	2656.2	4438.6	4343.4	2511.1	1857.9	3271.9	5314.5	1900.6	0	3162.6	4797.4	3761.2	1642.5	5146.9	0	0	3634.9	0	3655.5	0	5162.9	4768.1	5436.8	4682.5	4439.6	3332.4	4086.7	0
9308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1490.9	0	0	0	0	2870.4	0	0	0	0	2073.2	0	3719.9	0	0	0	0	2938.3	4154.6	0	0	0	6062.8	0	0	1245.4	0	4965.3	3554.1	6585.5	2136.6	0	0	0	0
9657	0	0	2247.9	0	0	0	0	0	0	0	0	0	3335.3	3239.8	0	0	0	0	0	0	0	0	2921.4	0	0	238.8	1992.4	2385.4	0	0	0	0	0	1816.3	0	0	0	0	2376.5	2750.7	1663.7	0	0	0	0	0	782.2	0	0	0
9654	0	0	0	0	0	0	0	0	0	0	0	0	0	2627.9	0	0	0	0	0	0	0	0	1750.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2425	0	0	0	0
9655	0	0	1071.6	0	0	0	0	0	0	0	0	0	501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	677.7	0	936.8	0	0	0	0	0	0	0	0	680.1	0	0	0	0	0	0
10123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2634.4	0	0	0	0	0	0	0	0	0	2203.7	0	7728.3	0	0	24220.3	9829	16789.2	30591.4	18620.5	6092.9	8940	26486.4	22158.8	18599	6031.9	21387	0	0	11393.8	15565.2	13525.4	11357	3714	6202.7
10430	6684.8	9128	5748.7	6080	9093.4	0	6242.6	5392	8357.4	7185.8	7497.1	6638.6	9486.3	8083.1	5741.6	8516.8	5976.5	10595.1	7690.2	9883.6	7604.2	6939.5	7925	8309.8	8507.9	8059.1	9347	6433.9	10135.8	6574	7526.5	13029.4	9084.7	7710.7	12286.8	8754.9	0	14921.2	8965.9	9180.5	9823.8	13082.7	0	13979	9505.6	5517	8557.2	9169.8	17644.1	8463.8
9306	0	0	956.4	1294.5	0	0	0	0	0	0	0	0	0	1240.1	0	0	0	0	0	0	0	0	0	1469.9	0	0	0	0	0	0	0	0	0	0	0	2166.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9659	0	0	0	0	1238	0	0	0	0	0	0	0	1420.2	0	0	0	0	0	0	0	0	0	1635.6	0	0	938.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1367.5	0	6668.4
10435	0	2379.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2721.3	0	0	0
10126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1307.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10437	0	11613.9	11543.9	0	29516.8	0	0	14047.5	17659.4	6537.8	0	12826	11159.5	14445.2	8310.5	26951.3	3433.2	7584.6	12637.6	8415.3	10628.2	9382.9	0	5918.8	0	10792.7	7920	15613.2	0	0	11957.9	0	4068	3694.6	5088.4	8452.5	0	11346.9	0	0	10669.4	12575.2	0	0	5512.5	22424.6	6638.5	10081.5	0	0
10436	0	1615.8	0	0	2984.3	0	0	0	0	3720.6	0	0	3659.7	0	0	2939.1	0	2179.8	0	3635.9	0	3682.5	0	2865.2	0	1397.4	3719.6	3895	1616.3	0	0	2477.3	3616.6	4139.2	0	0	0	0	0	0	3871.5	0	0	2399.2	3282.6	2612.6	1483.6	3853.7	0	0
11041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	945.1	0	0	0	0	0	0	0	0	0
54939	0	10584.4	11457.9	10562.5	0	0	13454	0	0	9935.7	10103.9	0	7671.1	12435.6	0	8895.6	9435.4	0	13166.8	10015.7	12843.2	9436.8	11957.1	0	0	4972.9	11111	0	0	0	8061.3	10165.7	0	0	0	0	16294.6	0	8705.5	9758.8	10024.8	0	0	0	8979.2	9942.2	8640.8	7500.4	0	0
8969	0	5471.8	5445.7	3641.9	4817.4	0	0	4276.6	0	7024.7	5795	7128.7	2121.5	2894.2	4806.4	4230.8	4552.1	0	6357.9	4362.6	0	0	0	4698.1	3431.6	4425.7	3735.7	0	9381.8	0	0	3649.8	0	2963.6	0	3573.5	0	0	0	0	4120.8	4435.7	0	0	0	0	0	0	0	0
8968	0	12403.6	8546.5	0	0	0	9371.8	0	0	11012.8	11069.2	10066.7	0	0	0	0	0	0	0	0	0	0	0	0	12031.3	0	0	0	21947.9	0	0	0	0	0	0	0	0	0	0	0	4136.6	0	0	0	0	0	6220.9	0	0	0
200424	0	0	0	3593.4	0	0	0	0	0	0	5631.9	0	0	0	0	0	9009.7	0	3608.4	0	5066.2	0	0	0	0	0	0	2658.3	0	9176.1	0	2089.5	0	0	4361.3	0	9200.4	0	0	0	2248.4	4110.5	4668.7	0	0	3531.2	0	2771.6	0	0
255057	6100.8	0	0	0	0	0	0	0	4344	0	0	0	0	0	0	0	0	0	0	0	4734.9	0	0	0	0	0	0	0	0	0	4007.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4263.1	0	0	0	0	0	0	0	0	0	1434.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1481	0	0	0	0	0	0	0	0	0	0	0	0	0	2866	43428.1	0	0	52609.6	0	0	0	0	0	0	0	1543.7	0	0	0	0	0	0	0
285190	0	0	2251.8	1536.4	2176	0	3290.9	0	1994.6	0	2949.1	0	3081.5	0	0	1946.8	0	0	0	0	0	1774	0	2261.8	3183.8	1113.7	0	0	2428.2	3523.9	0	2294.2	2264.5	1789.9	0	0	0	3227.4	5731.3	0	1122	0	3514.6	2344.1	0	1923.5	2242.6	1170.6	0	0
1647	0	7863.1	3869.3	4724.2	0	6651.1	5397.9	5733.7	5864.6	4132.5	3380.6	0	6583	4663	4738	2197.7	11888.9	8078.9	0	8288.3	6014.9	5849.3	7659.6	4843.1	3769.3	7363.9	7744.1	6424.1	0	7735	0	4007.4	0	8560.5	5247.2	0	0	5179.1	9179.2	0	5988.7	4271.8	0	3410.6	5075.9	2967.8	1725.9	2039.5	0	0
1646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1481	0	0	0	0	0	0	0	0	0	0	0	0	0	2866	43428.1	0	0	52609.6	0	0	0	0	0	0	0	1543.7	0	0	0	0	0	0	0
1641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1643	5889.9	0	4700.7	6380.9	3622.2	5819.2	6852.4	5779.8	0	2603.3	2431.1	8576.7	4701.7	7424.9	0	5756.7	4178.6	4073.9	8309.7	6456	7786.2	0	5020.3	2989.7	9063.8	3589	3619.8	5059	6855.8	6554.3	4711.6	2930.1	3820.6	6027.5	3600.9	2848.9	7506.5	5354.4	3067.1	6117	4828.5	0	0	8697	6600.6	4070	6270.9	8401.3	6882.4	8844.3
1642	7701	17585	12855.4	10059.5	16715.8	17343.2	13738	14120.5	15093	14156.4	14561.5	15853.7	14898.6	15853.4	16351.5	14722.1	12551.5	16179.7	13427.8	16558.6	15802.4	10070.5	13677.1	14311.8	13693.2	19871.7	19153.7	12789.6	14612.2	10796.5	17613.3	15673.6	23588.1	18585.9	15752.2	17082.3	14754	14696.3	17887.5	16928.3	21657.2	18311.5	16364.1	17837.1	23804.5	19379.3	22022.7	23807.9	18568.9	14796.3
1649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1900.3	0	0	0
578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1901.5	0	0	0	0	3083.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
573	0	0	2401.1	0	0	0	0	0	0	3667	2009	0	0	2668	0	1881.9	0	0	0	3689.3	0	0	0	0	0	0	0	3323.7	0	0	0	2755.2	0	4758	0	3917.8	0	0	3060.8	0	1268.8	2966	0	1926.9	4176.7	3451.9	2107.4	1825.2	0	0
572	0	0	0	0	0	0	0	0	0	0	0	0	1581.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1683.2	0	0	0	0	0	0	0	2386.8	825.6	0	0	0	0	0	0	0	0	0
571	0	2874.9	3469.3	4782.8	2024.4	6307.5	0	3268.3	5135.5	7367	5725.5	3119.8	6652.5	6281.8	7468.7	5068.2	0	3916.3	3680.9	5824.8	4377.8	5078.9	4701.2	3016.3	4080.3	3291.6	5995.3	4720.8	5061.6	4895.4	1970.6	3906.1	3930.4	2803.7	3630.8	6490.2	0	2962.6	4240.5	0	3593.1	4110.5	4316.6	5000	2801.5	3488.5	3608.6	2195.6	6190.6	0
387	85261.2	176686	100387.2	107386.9	72189.4	85549.9	86443.9	87712.8	99407.4	97557.2	66497	109301.7	94215.9	80292.9	131602.9	76777.3	117316.6	45559	98049.5	96547.5	93859	62528.4	86285.2	97307.6	65742	96665.8	80476.4	64834.6	69928.9	59215.6	88246.7	39800	62808.5	78436	53155.5	55578.9	65651.4	72940.1	76839.7	70022.3	70911.8	84296.1	92805.5	73351.3	83474.7	82346.9	57985.3	81101.1	70902.8	53054.1
577	0	0	0	0	0	0	0	0	0	1425.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
607	0	0	0	0	0	0	0	0	0	0	0	0	0	1925.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2357.3	0	0	0	0	0	0	0	0	0	2706.2	0	0	0	0	0	0	0	0
574	0	0	0	0	0	0	0	0	0	0	0	2487.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100529855	0	0	0	0	0	0	0	0	0	0	330.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	600.6	0	0	0	0	0	856.6	0	0	0	0	0
2802	0	7788.6	5914.4	2557.4	0	0	7899.7	15810.6	6509.1	0	6000	0	6006.3	4304.7	0	9488	7514	5660.3	9243.5	7490.3	9121.8	5564	0	8875	9443.4	6148.6	8342	7226.2	11596.4	0	6810	4142.9	8287.2	7530.3	4752.9	0	12837.8	0	7238.3	8748.4	3391.1	4957.4	0	6076	7810.4	10904.3	7010.1	10736.5	8005.5	0
2803	0	0	1810.5	1870.5	0	0	0	0	1928.1	2406.4	1363.5	0	951.4	2269.6	0	1595.3	1276.2	0	0	1988.9	2378.4	0	0	0	2423.4	1254.7	0	1483.4	0	3015.2	0	1779.5	1165.3	0	0	0	0	2129.7	1907.9	0	0	0	0	2209.1	1401.8	1327.3	2909.4	1774.8	1876.1	3423.2
2800	0	0	2840.6	5207.2	0	0	0	4801.3	0	0	2572.6	0	3441.8	3059.3	4170.7	2308.7	0	0	3523.3	0	0	1994.1	3777.3	6175.2	0	2555.4	0	4220.5	0	0	0	3127.8	0	0	3290.1	3654.2	0	0	4928.9	5512.4	2874.7	0	4171.6	3107.3	0	3202.1	3523.3	2256.8	4225.1	0
2801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	885.5	0	0	0	1984	0	0	0	0	0	0	0	0	0	0	0	2294.9	0	0	0	0	0	0	0	3428.7	0	0	0	0	0	0	0	0	0	0
2806	4042.8	5948	7068.7	8102.8	6918.2	7182.3	8078.2	5466.4	6592.9	4943.2	8389.7	6042.3	7467.4	7281	6228.7	7872.4	4046.1	6188.1	10286.2	6890.4	5893.9	5366.7	7522.2	9479.1	5633.5	4943.1	7142.8	5756	7032	0	8359.5	12071.9	10942.4	11598.9	9168.8	5977.6	5876	10051	11131.5	10654.4	15455.4	8185.9	6463.3	10170.4	17233.4	8435.4	11099.5	14686.6	9547.4	10214.8
2804	0	0	1901.5	4135.8	0	0	0	0	0	2481.1	1873.6	3733.1	0	0	0	1780.1	0	0	0	2166.1	0	3517.4	4210.5	0	3670.8	0	1871.3	0	4588.2	0	4165.9	0	0	0	1417.6	0	0	0	0	0	0	3044.6	0	2771.1	3140.6	2885.3	0	2464.3	2985.3	0
2805	0	0	0	0	0	0	0	0	0	1680.8	0	0	1976.4	0	0	1906.4	1378.1	1575.1	0	0	0	0	0	2507.8	0	1478.4	0	0	0	0	0	1900.1	2011.9	0	2239.4	0	0	0	0	0	2089.2	0	0	2816.2	0	2319.3	0	1583.6	0	0
1421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1056.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1123.9	0	0	0	2159.2	0	0	0	0	0	0	0	0	0	0	0	1602.9	0	0	0	2191.2	0	0	0	0	0	0	685.2	0	2171.2	0	0	0	0	0
5430	13759.7	20291.5	13233.6	12666.1	15725.8	19510.1	11900.6	20221.1	23447.1	12608.6	19501.3	16600.9	18447.4	13785.2	20426.6	12796.5	22116.5	22355.4	24722.6	19107.5	16590.7	16716.3	18683.9	17792.1	37265	15453	14978.7	15185.8	18765.4	8724.9	15927.1	3978.5	17500.7	14818.8	12477.6	10912.9	18172.7	16258.8	20732.2	11590.8	14095.1	15170.5	17720.2	14189.6	12015.8	19469.1	15258.3	17035.9	16090.5	13239.1
5431	4118.1	3521.9	6767.5	0	0	0	5171.3	0	0	2510.2	3907	0	5092.1	3153.5	0	3115.3	1909.3	3097.2	5599.9	2938.1	0	5617.4	0	4300.1	5498.7	4637.8	4745.1	3500.4	4784.2	3717.6	8295.3	5874	4476.5	4590	4721.4	3195.6	0	4246	4834.3	0	4501.6	7251.6	6521.4	6168.5	4163.7	4194.1	3904.4	6838.8	3731.6	0
5436	0	7014.5	8918.6	0	5704.5	5417.6	0	4942.2	0	8216.6	5461.6	7018.6	5800.5	5929	6350	6287.5	0	4508.6	0	6882.9	4316.9	5661.3	4193	3740.4	5554.5	5384.5	4136.8	6360.8	0	0	6385.6	8507.6	7538.7	6001.8	7430.3	5223.1	0	5548.1	6361.2	6866.7	6859.1	8261.1	0	6325.5	8513.7	5867.3	4988.6	7579.3	0	0
5437	0	5093.8	3884.8	0	6811.9	0	0	0	0	0	5348	0	4478.2	2809.7	0	5359.8	0	6549.1	0	6457.2	0	0	4815.9	2924.8	2763.3	4156.7	3340.3	6206.3	0	0	4495.5	6604	4868	9367.3	6149.3	4778.1	0	0	4882.1	7634.2	6752.1	7734.2	0	6750.3	7993.7	6886.7	3290.3	8811.8	5032.7	0
5434	0	0	0	0	0	0	0	0	0	3508.1	2280.8	5742.2	0	4165.1	0	7931.6	0	0	0	0	4404.5	3384.3	0	0	4570.5	4233.6	5252.4	2071.4	5404.6	0	0	11217.8	0	0	0	11747.2	0	0	0	7655.8	13083.2	0	0	3344.6	9647.4	7523.8	5729.4	9858.8	4515	0
5435	17436.8	19770.1	11460.9	14789.2	16450.8	15759.4	18121.3	11774.2	14143.9	16098.5	16629.9	15851.2	14654.5	15227.5	12059.8	15505	13245	17315.5	17589	20012.7	12432.9	15342.5	15678	14433.6	14563.6	13916.9	15966.1	12645.6	14731.5	16132.8	15219.3	23826.6	16225.5	18409	19433.9	23553.8	15296	16866.3	14663.8	16861.9	22241	17118.4	22669.1	12025.7	20822.3	15553.5	17886.3	21219.2	14885.8	19385.2
1429	0	3137.9	1588.7	0	0	0	2587.5	0	2109.9	3039.5	2411.6	2678.4	3051.3	0	3709.3	1912.9	2018.7	2277.5	3547.9	1587.5	0	0	0	2747.1	2529.6	2645.4	2962.2	1280.7	0	4200.4	0	2632.1	2470	0	3978.2	2533.3	0	0	3547.8	0	2285.2	0	3563	2414.6	2141.1	1852.1	0	3892.8	0	0
1428	0	0	0	0	0	0	0	0	0	2178.4	0	0	2157.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
58473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3190.7	0	0	0	3317.7	0	0	0	0	0	0	0	0	3137	0	0	0	0	0	0	0	0	0	0	0	3484.7	0	0	0	0	1837.3	0	0	0
5439	0	1453	2920.8	0	0	1938.1	0	0	0	10821.7	-934	0	3879.9	0	0	7374.8	4629.4	3652.6	0	0	0	0	0	5021.1	0	0	5887.2	0	5178.6	848.5	0	0	0	6888.1	0	0	0	2839.9	-3554.1	5891.4	3678.5	0	0	0	0	2389.4	0	3735.4	6780.9	0
3360	0	0	0	0	0	0	5055.9	0	2884.7	0	3579.8	0	0	0	0	0	0	0	0	0	3647.7	0	0	0	3609.2	1306.2	2992.4	2074.4	5375.4	0	2850.5	0	0	0	0	0	0	4431.8	0	2780.6	0	0	0	0	0	0	2657.8	2452.7	0	9299.2
10666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1634.2	0	0	0	0	0	0	0	0	0	0	0	0	0	1609.4	0	0	2320.1	0	0	0	0	0	0	0	0	0	0	0	0
3362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2629.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3363	12030.5	0	0	0	0	0	0	0	0	0	0	4819.1	0	4433.7	0	2946.4	4790.3	5002.4	0	0	0	0	0	0	0	3247.4	0	0	0	0	0	0	0	0	0	0	0	0	4769	0	0	0	0	0	3021.3	0	4176.6	0	0	0
79068	0	0	2589.3	0	283	0	0	0	0	0	1556.5	0	3956.2	2411.4	3764.9	2440.2	0	3403.2	4486.7	2210.6	1219.3	0	1294.3	1354.8	992.9	3042.5	3269	953.9	2542.3	2267.9	3266.4	6356.4	2309.3	2082	824.7	2644.3	0	0	9621	2801.3	4075.8	3612.1	7783.4	11497.9	5969.8	2047.3	2639.4	4246.2	0	0
115353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	940.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1011.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1207	5203.8	6848.8	5315.6	0	5241.6	0	4609.4	4519.4	6796.7	5412.5	3946.1	6537.7	3198.5	4799	3457.2	6458.7	4122.1	4697.9	6851.9	5404.8	4719.9	2609.9	5899.4	6254.7	3839.9	4811.1	4405.1	3517.2	0	0	4628.5	10025.9	14326.7	11971.7	7550.8	8897.4	7799	0	12021.5	11723.3	11556.7	9579.4	6248.6	11387.4	17623.7	13120.7	14608.9	12731.5	15223	10725.6
79065	0	4589.8	4187.9	6286.7	9680.2	0	0	5407.7	6852.2	10338.3	6143.2	5645.5	5256.9	5672.2	4586.2	5935.1	7651.4	8552	7816.6	4763.4	3707.3	6129.2	9733.1	6583.7	7155.2	7357.9	3581	10184.8	7804.8	0	5439.8	4013.1	0	0	5245.1	0	0	8776.2	6469.4	7500.8	4132.6	5724	0	3673.3	3802.2	4544.7	9823.9	0	5161.2	0
2018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
114336	16538.5	18159.3	0	0	5440.4	0	0	0	0	0	0	0	0	0	0	0	9063.4	7328.4	1856	0	0	0	0	0	0	0	0	0	0	0	7521.9	0	0	0	0	0	0	0	1646.3	0	0	3274	0	0	0	0	0	1483.8	0	5508
171546	0	1519.4	1898.5	2033.9	736.2	0	2537.9	0	0	2350.4	2066	0	1840.3	2249.5	0	1342.3	0	0	0	2904.8	2009.6	1245.7	0	2229.4	0	2019.3	2069.4	0	0	2206.4	0	1223.6	0	0	1462.6	0	0	0	0	0	0	0	0	0	1210.8	1579.1	1159.7	2989.5	0	0
114335	16538.5	18159.3	0	0	5440.4	0	0	0	0	0	0	0	0	0	0	0	9063.4	7328.4	1856	0	0	0	0	0	0	0	0	0	0	0	7521.9	0	0	0	0	0	0	0	1646.3	0	0	3274	0	0	0	0	0	1483.8	0	5508
100653061	0	0	1853.2	3534.4	0	3424.6	0	0	0	0	3770.7	2771.3	0	1557.1	0	1299.5	0	2094.2	0	1357.3	0	4628.6	4619.6	1249.3	3561.6	1198.7	2124.7	3522.4	0	2565.7	2738.7	3552.9	3024.8	2442.1	2090.2	0	0	4881.5	0	5215.7	758.9	0	4470.7	2391.6	3163.9	3117.6	3952.5	0	3125.1	0
3501	0	7462.1	26234.4	9329.6	8346.8	0	11007.3	68787.6	6676.5	26298.1	8099.4	5148.7	21364.7	25147	3466.1	67779.8	10980.6	6210.8	17828.6	12506.1	13197.1	25561.9	9761.7	16968.9	11199.6	9954	10697	120424.2	5618.9	9474.6	2455.4	52842.9	0	0	11083.6	19968.4	0	5308.3	0	3781.8	7551.1	0	0	9987	2097.6	8053	16950.2	6010.9	9540	7071.6
