classes	T-ALL_1	T-ALL_2	T-ALL_3	T-ALL_4	T-ALL_5	T-ALL_6	T-ALL_7	T-ALL_8	T-ALL_9	T-ALL_10	T-ALL_11	T-ALL_12	T-ALL_13	T-ALL_14	T-ALL_15	T-ALL_16	T-ALL_17	T-ALL_18	T-ALL_19	T-ALL_20	T-ALL_21	T-ALL_22	T-ALL_23	T-ALL_24	T-ALL_25	T-ALL_26	T-ALL_27	T-ALL_28	T-ALL_29
5824	3076.5	2506.9	2264.7	0	0	0	0	0	0	2653.4	2437.1	0	0	2331.2	0	0	1624.8	1555.5	0	0	3052.7	0	1836.2	2743.1	2141.5	0	0	2539.7	0
5826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3325.5	0
5828	0	2239.2	1628.4	2008.1	0	0	0	0	0	0	1872.2	0	2524	1596.1	1683.6	1754.2	0	2554.2	0	0	0	0	1606.2	0	0	2921.9	0	1201.1	0
11261	0	0	0	0	0	0	0	0	0	0	0	0	4665.7	0	1108.3	0	0	0	0	5297.5	0	0	0	0	2090.7	0	0	1777.4	0
11260	0	5141	6664.8	0	0	7527.5	0	0	0	0	4495.3	6179.8	0	8504.8	6105.8	6880.1	5617.5	7908.6	9147.1	0	5339.3	0	6252.6	0	6295.5	0	7020.4	3996.3	4265.9
100131205	74550.9	96723.8	116609	92127.2	123258.9	53974.7	85492.7	74901	112389.4	80644.6	92694.8	74672.9	104217.1	87933.4	98506.8	89692	104123.5	63854.3	111567.8	92273	74193.5	84916.2	73534.9	83118.7	97749.2	107688.7	138015.9	83242.1	73010.5
10009	0	0	0	2826.2	1451.1	0	0	0	0	1876.4	0	0	0	0	0	0	1502.3	0	0	0	0	0	0	0	0	0	0	0	0
56623	0	2411.3	0	0	2496.5	0	0	4747.3	0	0	2176.2	0	0	2685.7	2311	1519.7	2021.5	2567.5	0	0	0	0	2064.6	4929	0	0	4031.6	2455.4	0
64771	4717.6	2544.7	0	0	0	4664.4	0	0	0	0	0	0	0	0	0	2348.3	0	0	0	0	0	0	0	0	0	0	0	0	0
729422	4945.6	2024.2	0	0	3178.7	0	8013.1	0	0	0	0	0	0	0	0	0	0	3868.4	4104	0	0	0	0	7274.2	0	7774.2	5551.1	0	0
9675	0	3281.8	0	0	0	2898.3	0	0	0	4436.4	0	0	0	3288.8	4377	0	0	3142	0	0	2989.8	4984.6	3020.1	0	0	0	0	2206.5	0
729428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9677	3884.8	0	0	0	0	0	0	0	0	0	0	0	8558.6	2740.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
65979	0	0	0	0	0	0	0	3019.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10109	62016.6	42758.6	46135	41005.8	47701.8	84223.1	34458.6	65642.2	50226.8	43345.8	38794.6	56789.8	37132.2	58417.2	35397	56481.8	57739.3	55481.6	49323.1	36562.6	52047	38387.9	60435	39992	49683.7	51874	40233.2	48109.9	52969.2
10456	13968.7	17066.7	13875.3	15134.6	14118.1	16369.3	15286.9	10372.3	15562.7	16130.8	25099.4	17801	12685.4	14750.2	17854.7	15247.4	16402.2	28842.5	16425.5	0	15351.5	12376.7	16879	12636	12022.8	14394.5	16102.8	16919.5	19294.5
100507714	9875.8	4470.4	0	7626.2	0	38563	0	0	4380.1	0	4211.7	0	0	6505	9913.1	9809.1	9802.5	7895	10741.5	15606.7	0	19095.7	13237.9	38000.7	11668.3	24355.4	0	3256	0
199	5330.2	5515	8688.1	5648	0	20180.7	0	8122.5	7405.9	6293.8	9160.5	8732.3	0	13653.7	6057.3	7749	8615	9806.4	9278.5	0	5694.7	0	18574.6	4849.1	9652.3	4314.6	9922.5	5024.8	17450
197	0	0	0	0	2026.6	2920.6	0	0	0	0	910.9	0	0	2500	0	0	0	0	0	0	0	0	0	4316.4	0	0	0	0	0
196	0	1796.4	0	0	1206.9	1743.2	0	2352	0	0	0	2544.6	0	2870.2	0	0	969.2	701.5	0	0	0	0	1491.2	0	0	0	0	0	0
191	0	3128.5	5107.7	2739.4	0	4205.9	0	0	5876.5	6220.6	5475.2	3195.6	0	3103	4050.9	0	5750.9	4064.2	7943.5	0	3470.2	0	3872.5	5136.5	3128.6	0	0	0	0
190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10106	11162.4	9102.6	13983.9	5946	14815.8	0	7581.3	13796.7	16395.6	16406	10318.8	11216.1	0	12288.5	12185.5	19407	9966.8	7279.9	13867	0	10666.9	4575.6	15664.4	9143.4	14255.8	14187.5	8748.2	14059.3	13985.8
9679	7645.1	6005.7	4499.9	3380.6	7440.7	8241	6072	5336.6	10456.9	6891	2906.7	5145	5807.4	3604.1	3099.4	6608.8	3863.9	3124.8	0	0	4488.3	5148.6	4467.8	5560	7010.4	7244.6	0	6467.5	5594.5
56339	0	6493.2	8633.6	0	5656.8	3849.4	0	7781.2	0	6389.7	7879.9	0	0	11027	8407.9	5714.3	5968.1	7645	10883.7	0	6274.6	10692.1	5576.6	4414.2	6495.2	6893.8	0	7039.5	5956.2
10332	0	0	0	0	0	0	7993.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2769	43181.5	57162.2	50474.3	27191.4	41294.9	40045.7	24026.1	31550.7	28743	16006.2	39241.6	25193.9	52330.1	31359.7	29273.4	26399.3	39076.1	27405.8	53651.6	17410.7	30528.9	29305.1	60846.1	8366.1	63351.1	15490.7	25019.3	57706.3	27252.1
57576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10336	6090.7	5948.9	5666.5	2919.4	4806.3	0	0	5527.5	3224.9	0	3732.3	0	7916.5	7068.6	1525.1	2246.9	4270.3	2997.1	0	0	0	9093.2	4856	5558.3	3256.8	3320.3	0	0	6824.8
9150	0	2158.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4820.4	0	0	0	0	0	4192	0	0	0	0
9153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3018.9	0	0	0	0
199731	0	1186.4	0	0	0	0	0	0	0	4188.5	1201.1	0	8466.6	1348.1	0	0	0	0	0	11217.3	0	0	0	0	0	0	0	0	0
2762	0	0	0	3025.7	4011.5	0	0	0	0	0	0	0	3178.4	0	2187.4	0	0	3051.7	0	0	0	0	0	0	0	0	0	0	0
2760	0	2135.1	0	0	0	0	0	0	0	0	4334.3	6643.8	0	0	0	0	0	2124.2	4573.3	0	0	0	2924	0	0	0	0	0	0
2767	0	0	0	0	0	0	0	0	0	0	740.7	0	0	0	669.4	0	0	700.8	0	0	0	2160.8	0	2620.6	0	0	0	0	0
2766	6562.3	3377.6	0	3693.5	3414.9	0	9103.3	0	0	0	2353.8	0	8947.4	0	0	0	0	3016.8	0	0	3651.2	6895.1	0	4001.2	5074.5	0	0	0	0
2764	0	2502.3	0	0	3842.4	4206.6	0	0	3879.5	5629.5	2135	2742.5	2730.7	1917.1	3361.8	3394.2	0	2622.9	4274.9	5105.8	0	2234.8	2621.5	1996.6	3368.4	0	0	3246.1	3562.2
100996712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2022.5	0	1999.7	0	0	0	0
9488	11913.9	3721.2	4836.2	6522	4728	5414.8	4597.6	5862.6	5852.8	3945.2	3225.3	8680.3	6106.5	6942.2	4344.6	3666.8	6286.4	4049.8	6577.4	14800.5	5730.5	10735.9	3961.9	5890.6	5469.5	6147.4	8409.9	4108.5	5380.6
9482	3385.1	2669.3	1862.4	3598.4	3136.4	0	0	0	0	0	3232.5	0	3088	2911.1	1656.8	0	0	2747.9	0	0	4090	0	3419.9	2485.1	0	0	0	1477.6	0
9480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9486	0	1630.1	0	0	0	1752.3	0	0	2309.8	744.6	1479.9	0	0	2240.4	1665.1	0	0	0	0	2798.8	0	0	0	0	0	0	7904.3	0	0
6271	0	0	0	0	0	0	0	0	0	0	0	0	6178.5	0	0	0	0	0	0	0	0	0	0	0	0	0	7131.8	0	0
6273	0	0	0	2048.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6275	9003.3	14805	5438.4	4984.3	20408.6	25199	0	14433.5	18582.8	6554.6	2358.4	12640.4	0	19496.4	2030.5	9290.2	2281.6	5629.6	7002.5	0	3959.9	0	19644.8	3473.7	11217.9	19513.3	0	6030.9	5000.7
6276	0	1627.7	0	0	0	3430.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3115.5	0	0	0
6279	24907.5	5658.8	48512	0	5991.9	10325.1	0	16949.5	0	9700	59190.7	19162	0	0	13164.4	24703	22042.3	6895.2	10026.7	0	9533.8	0	78803	0	2541.7	98571.6	0	11874.5	10383.2
6278	0	0	0	0	0	0	0	0	0	0	691.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
619505	170801.1	127580.7	162926.4	119839.7	130435.2	77818.1	157655.5	90525.8	203283.2	216818	160451.2	110211.6	168548.2	137754.3	219437.4	136278.1	152664.3	98693.2	214638.8	165004.9	124412.6	136575.6	142460.9	107604.9	152260.1	156035.7	195480.1	116010.7	132493.3
240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1725.8	13464.9	0	4929.8	0	0	0
9731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1679	0	0	0	0	0	0	0	1351.1	0	0	0	0	0
113251	1487.5	3977	4383.9	0	0	0	0	3406	3940.6	0	2591.3	3230.3	0	3034.6	3284.3	3228.3	2672.3	3212.2	2572.3	0	3907.4	0	4486.1	0	0	0	0	3466.9	3704.7
9733	7228.2	5788.9	8244.4	5641.8	6350.5	6998.8	0	8474	8162.9	10676.2	7993.6	0	7512	7112.5	6264.3	7114	5489.1	8552.5	7916.1	0	6900.3	0	8698.4	6247.6	8323.6	0	0	6975.2	9508.3
9732	0	0	0	0	0	1382.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9735	1972.3	1861.5	0	0	3129.8	0	0	3813.7	0	0	2311.9	0	0	0	4241.7	0	2310.4	4009.1	2142.6	0	2386.5	5511.2	2890.3	3189.1	2661.6	4350.1	0	2075.6	0
9734	0	1029.1	0	0	3282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1236.7	0	0	0	0	0	0	0	0	0	0	0	0	0	1972.8
9736	0	3559.4	0	4995.8	2785.5	0	0	5516.4	0	0	2655.7	0	0	0	2879.3	0	0	2940.2	2974.6	2685.6	6294.9	0	4447.6	0	4879	0	0	0	4340.1
9739	0	4427.6	0	0	4360.9	0	0	7807.5	5219.4	0	4485.8	5937.6	10792.9	4598.9	4400.4	3974.9	4792.5	3519.1	0	0	0	0	0	3003.9	0	5105	13996	4164.9	0
100499177	0	0	0	0	0	0	0	0	0	0	739	0	0	955.8	0	0	0	0	0	0	0	0	1256	0	2007.1	0	0	595.5	0
101060714	6702.9	2758.6	7417.7	1912.5	6745.7	0	6549.5	7514.9	7102.8	6366.9	2079	0	0	3651.9	5222.1	5123.7	5755.5	5132.3	3997.1	0	1760.8	8020.4	5790.1	1777.9	0	0	0	5750.1	5376.3
100133046	0	0	0	0	2933.3	0	0	0	0	0	0	0	0	1986.9	0	0	3587	0	0	0	0	0	0	0	0	0	0	0	0
3452	0	0	0	0	0	0	0	0	0	0	1019.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100422952	7895.9	2342.5	0	0	2860.6	0	0	7815.7	4132.4	0	4561.6	7026.4	0	2997.5	3299.1	6606.3	3689.2	3390.8	0	0	5354.6	0	3572.9	2289.5	0	5942.3	13666.1	6340.9	4504.3
856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
857	0	0	0	0	0	0	0	0	0	0	906.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22978	7044.6	2653.4	6713.7	6975	2699.9	2700.1	5936.8	0	0	0	2421.9	0	5610.7	4895.9	5643.2	5378	4720.4	5196.3	7172.1	3090.9	5880.5	14840.9	6336.9	10926.7	0	4336	0	5753.4	0
3454	0	599.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3455	0	6576.7	2338.5	2009.7	2289.2	0	0	0	0	1806.6	1309.1	0	0	1375.3	2062.5	0	2018.4	2324.2	2648.3	0	0	0	737	1589.2	0	0	0	0	0
84759	6834	0	3957.3	5178.9	1883.3	0	0	0	5768	0	2931.5	0	4416.3	1805.5	0	2838.1	3761.4	0	4484.9	0	0	0	2688.6	0	3534.5	5511.6	7527.1	3283.4	4942.2
100652777	0	0	0	0	0	0	0	2589.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3458	0	0	0	0	0	0	5214.8	0	0	0	0	0	5416.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	884.5
22976	3690.9	3599.8	2848	3720.9	3567	0	0	0	0	0	2934.9	4767.8	8897.8	0	4005.1	4372.8	3477.2	2264	0	0	0	0	4292.4	0	0	5413.2	0	0	0
858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1654.3	0	0	0	0
859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1214.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
653361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
728215	0	0	0	0	0	0	0	0	0	0	1023.5	0	0	614.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26872	0	0	0	1557.4	0	0	0	0	0	0	0	0	0	0	0	0	1567.9	0	0	0	0	0	0	1199.9	0	0	0	0	0
26873	0	0	0	0	0	0	0	0	0	0	0	0	0	2010.9	0	0	0	0	0	0	0	7512.3	0	0	0	0	0	0	0
553158	0	0	0	0	0	0	0	0	0	0	0	0	0	1780.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5229	0	0	0	0	0	0	0	1610.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1815.7	0	0	0
5228	0	0	0	0	0	2029.5	4106.1	0	0	0	1040.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3181
5223	29336.8	27304.5	37382.4	40548.5	17539.1	31272.7	26434	26645.1	22353.2	37757.4	39600.6	24711	30953.5	19465.6	38007.7	36646.9	32644.9	50924.6	18755.3	19706.3	49816.3	23773.1	52465.3	15027.2	14745.2	29544.4	34284.7	24591.9	27917.2
5222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5226	17142.3	17250.3	21479.2	15907.6	14319.6	25232	10658.5	25017.6	21106	19739.4	27043.6	25179.8	19307.2	22901.6	21532.4	15262.6	21784.3	18430.2	32342.6	12859.5	18269.3	17488.3	33099	8777.4	20014.1	21754.1	10444.5	18292.1	26101
5225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9859.3	0	0	0	0	0	0	0	0	0
5224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2856	0	0	0	0	0
1485	0	0	0	0	4823.5	0	10804.6	0	0	0	0	0	0	2439	0	0	0	0	0	0	0	10137.5	0	0	0	0	0	2564.8	0
100316904	8931.7	5669.1	5846.6	0	5856.7	0	0	24834.7	13913.7	4498.5	0	6765.9	14088.9	10484.6	6821.4	4734.6	6536.3	4789.6	9040.3	14177.6	8470.4	-1570.2	6084.2	10130.1	6075.5	13954.5	0	7412.5	0
100505828	0	3752.1	2849.2	0	0	0	0	0	0	5153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3494.8	0
54737	0	0	0	0	0	0	3604.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3062	0	1550.1	0	0	0	0	0	0	0	0	0	0	3955.1	1833	0	0	1795.8	0	0	0	0	0	0	0	0	0	0	0	0
3060	5428.7	1547.3	0	0	0	3783.1	0	0	3339.3	0	2336.1	0	0	1621.9	1959.8	0	2282.6	0	0	6223	0	0	0	2364.9	0	0	0	0	2684.1
3066	6898	10623	4033.1	6098.6	8362.1	8465	6107	8515.2	8623.8	0	9092.1	12384.7	8408	10500.5	10775.9	11560.9	4660.4	16959.3	10344	8240.4	8803	9553.3	14224.6	6069.5	8545.3	0	4888.8	9810.6	10816.8
3065	14849.2	16839.8	14262.2	13838.7	13273.1	19824.7	0	20045	18719.7	16628.2	15623.2	8475.4	0	12346.1	18174	21283.5	22541.1	16204.9	15283.4	17516.5	19693.2	0	11955	0	7830.6	21334.5	0	21381.7	9869
3064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3554.9	0	0	0	0	0
54732	0	6242.4	4940.7	8128.2	5757.9	7292.5	0	0	5899.6	0	7517.3	6252.1	13232.9	7071.3	5034.8	5015.5	3267.7	6128.8	8467.4	0	7652.6	0	0	8000.4	5875.6	0	10227.5	4922.3	6604.2
3069	5856	5673.8	4767	0	2906	5049.5	0	5614	4136.2	2266	5892.4	4720.3	0	5301.6	4140	4730.8	5648.2	4898.3	6150.9	0	4110	0	0	2925	5823.4	0	0	3375.2	0
3068	15791.2	22070	18075.3	17061.6	19393.6	15611.6	17173.6	14344.8	16808	18534.2	25947.3	9507.4	14842.5	15475	20978.1	23188.6	24953.7	22413.9	21213.7	17143.1	20286.5	13841.2	28353.9	16265	17418.5	19482	17645.6	12935.2	13937.3
28442	0	6599.6	0	4088.6	0	7494.8	10987.2	0	0	5772.4	10424.9	2496.8	0	7009.2	3005.5	3833.6	4604.1	2378.7	4193.4	14964.5	4402	9627.8	0	11188.1	0	6330.3	0	3743.7	0
115703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
652965	13756.9	15367.7	44111.6	25300.5	10923.1	21491.3	16303.8	8115.4	32148.8	18920.6	63409.8	13172	24517.6	21897	44709.8	22140.5	34012.3	35741.9	46898.4	13996	21730	28124.9	16790.8	21430.1	31489.2	20930.7	16707.9	33290.6	10424.5
652966	13756.9	15367.7	44111.6	25300.5	10923.1	21491.3	16303.8	8115.4	32148.8	18920.6	63409.8	13172	24517.6	21897	44709.8	22140.5	34012.3	35741.9	46898.4	13996	21730	28124.9	16790.8	21430.1	31489.2	20930.7	16707.9	33290.6	10424.5
243469	0	0	0	0	0	0	4683.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3301.5	0	0	0	0	0	0	0
23200	10813.2	4973	6590.9	8861.2	7587.4	3416.6	9943.6	10505.3	7199.9	7207.3	5406.2	8676.4	7442.6	0	7855.7	6091.5	7140	9285.1	5489.2	0	7498.7	0	11655	3183.1	0	6735	0	6448.6	8047.6
23201	0	0	0	0	0	0	0	0	0	0	602.2	0	0	1458.4	0	0	0	0	0	0	0	0	0	0	0	0	0	2088.7	0
1306	0	0	0	0	0	0	0	1798.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1307	0	0	0	0	0	0	4719.2	0	0	0	0	0	0	0	0	0	2059.2	0	0	0	0	0	0	0	0	0	0	0	0
23204	8527.2	17633.8	11709.4	9800.4	12843.6	18477.4	8248.2	17970.6	16108.6	17366.8	10418.9	8772.2	19430	11718.3	7119.8	16029.4	15912.3	13865.1	13113.6	10937	11373.2	9725.8	31203.7	12963.9	13858	11926.6	13421.3	10239.3	14295.2
23205	3082.7	0	0	0	0	0	0	0	0	0	0	0	2580.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1155.6	0	0	0	0	0	3113.3
23207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23209	3292.7	1349	0	0	0	19224.2	0	0	2324.8	0	0	0	4241.5	0	0	0	0	1156.2	0	0	0	0	0	0	0	0	0	0	0
66002	0	0	0	0	0	0	0	0	0	0	0	0	0	2490.9	0	0	0	0	0	0	0	0	0	3138.2	0	0	0	0	0
1308	0	0	0	1356.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27042	0	1161.6	1402.2	0	0	0	0	0	0	0	0	0	0	1182.3	0	1308.6	0	0	0	0	0	0	0	2581.9	2517.3	0	0	0	0
27043	0	1030	0	3324.9	0	0	0	4853.3	2727.3	0	1619.5	0	0	1223.2	2020.9	1301.8	1656.9	1567.7	0	0	0	4485.4	0	0	2162.7	0	0	2289.7	2463.1
27040	42031.3	23037.2	35385.5	14968.2	11587.8	11944.9	34973.2	56217.5	35459.5	25349	10647.4	26491.9	0	0	9429.2	21699.3	35516.4	6085.9	0	0	34846.5	36619.1	25496	3852.5	0	7542.3	0	26064.7	32554.1
498	17916	51409.9	41935.7	39186.3	50121.8	25759.6	22815	23743.8	33215.2	24318	60544.4	38052	29453.1	26689.9	34321	29373.5	32682.1	32720	38344	18771.4	33038.8	20057.8	10034.2	18990.4	32031.4	29226.7	28677	29246.7	8557.7
27044	8222.8	21129.4	16265	7608.9	20344	13049.3	7178.8	14891.4	22748	12456.3	18791.1	13997.4	0	8577.7	13869.7	12309.1	14103.5	6056.1	14463.8	0	9763.5	15718.8	13202.5	7723.6	16073.4	11977.5	0	12086.1	15972.9
495	0	0	0	0	2403.3	5440.7	10817.4	0	0	0	0	0	0	2831.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
496	0	0	0	0	0	0	0	0	0	0	0	0	0	932.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51552	8981.5	13431.9	9315.9	14646.8	11528.8	7964.5	0	6815.7	9883.9	8280.8	11242.4	10199.6	14533.5	13610	14477.9	10073.4	8424.8	12443.7	10677.3	0	9748.5	0	12009.7	9958.4	9194.3	8704.1	7712.7	13361.6	15839.3
490	0	0	0	0	0	0	0	3083	2717.6	3474.4	0	2024.9	0	0	0	0	0	1640.9	0	0	0	0	1290.8	1910.8	0	2481.7	0	867.5	1366.5
491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5633.2	0	0	0	0	0	0	0	0	0
492	0	0	0	0	1812.3	0	0	0	0	0	0	0	0	0	0	1653.1	0	0	0	0	0	0	0	0	0	0	0	0	0
493	9621.7	10586.6	8341.2	10092.9	11579.7	8093.3	14683.3	17590	14558.4	7732.5	6308.5	12945.3	10886.8	8271.2	8164.8	6632.5	4813.3	8919	10917.6	0	11086.4	8359	0	7204.1	12696.6	0	0	10330	0
6478	0	6693.9	7039.5	7801.8	0	3625.5	0	0	4323.4	5779.9	10916.5	5183.5	5569.3	3540.1	9811	8602.5	3548.2	4500.3	0	0	2867.3	0	5572.3	6271.5	4138.9	0	0	5032.2	3277.1
6473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6472	0	0	3239.8	0	0	3708.6	0	0	2480	0	5297.6	0	3934.6	5102.2	6514.1	0	0	6204.2	0	0	3196.2	0	0	3476.7	3413.5	0	0	0	0
6470	3453.7	1601.3	0	0	0	0	0	0	0	0	3249.7	0	0	2825.4	3757.3	2398.6	2176.9	2554.6	0	0	3577.1	0	0	3129.3	0	0	0	0	0
6477	0	4222.1	5306.1	0	5332.1	4093	0	5394.8	2571.6	2594.6	3514.2	3653.1	0	5122.5	3338.2	4260.6	2762.2	2480.6	3498	0	3151.3	4775.3	5173.9	4506.8	5292.2	0	0	3608.4	5339.3
6476	0	0	0	0	0	0	0	2537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7754	0	0	0	0	0	0	0	0	0	0	726.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7756	3998.6	3028.8	4371.4	2420.8	3780.3	2103.8	0	0	2967.9	2670.3	5838.3	0	4855	2378.1	4220.2	3346.8	0	6953.3	4984.6	0	0	0	4004.6	3776.3	3267.5	0	0	2582.9	3179
57403	6214.2	1953.4	2497.6	0	3322.4	0	0	5063.3	2626.5	5432.1	2685.9	4309.1	4383.7	3207.1	1607.5	2648.3	0	2296	5219.4	0	0	0	4428.4	0	3805.3	4075.4	0	3615.4	3485.5
7753	0	0	0	0	0	0	0	0	0	0	513.4	0	0	1679.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7752	0	0	0	0	0	0	0	0	2254.2	0	0	0	0	0	0	0	0	1839.9	0	0	0	0	0	0	2157.5	0	0	0	0
9242	4966.1	0	0	0	0	0	7503.4	0	0	0	0	2590.6	4336.6	0	2299.2	0	1820.1	0	0	0	0	0	0	0	0	0	0	0	1835.1
101060605	5718.8	6124	5141.9	4839.9	9207	7620.6	0	8056.6	5447.7	4016.3	5534.4	3933.8	6499.8	5546.1	7594.1	4453.3	4062.4	4879.2	5584.8	0	5255.6	6096.9	6124.2	4242.1	4705.5	4817.6	4652.6	3554.8	5786.4
3938	0	0	0	0	0	0	0	0	0	0	4428.2	0	0	0	1377.7	0	0	1587.8	0	0	0	2426	0	0	0	0	0	0	0
3934	0	0	5696.4	0	0	2331.9	7098.7	0	0	0	4172.5	0	0	0	653.1	1320.4	0	0	0	0	0	0	0	0	0	4308.6	0	0	0
3937	14831.5	5915.2	14906.9	8166.9	16723.4	5222.9	0	18884.6	11997.9	9370.1	7163.4	18136.5	11541.8	17955.2	7728	8722.1	12633.6	11756	10184	0	11135.4	8662.8	12749.5	4990.6	14631.4	0	0	14673.5	9939.8
3936	15761.1	25556.4	16410.3	22964.7	29646.3	18027.1	10459.8	20277.4	21675.8	15526	12366	27440.3	6434.8	22701.3	17901.7	19469.1	12525.8	22785.7	25976.8	6200.6	23031.5	8838.4	27262.4	13124.8	17294.3	15668.4	8779.4	21061.4	18569.7
3930	23474.2	21533.2	21180.5	13879	13933.9	13205.3	15014.1	24147.7	12241.9	24616	18117.4	11447.9	15099.5	14913.4	11651.2	22222.8	23304.2	22806.2	18647.9	10560.9	18403.2	18405.3	31512.1	11443.9	12623	16654.2	11624.5	17038.9	16378.2
3933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
