classes	TEL-AML1_1	TEL-AML1_2	TEL-AML1_3	TEL-AML1_4	TEL-AML1_5	TEL-AML1_6	TEL-AML1_7	TEL-AML1_8	TEL-AML1_9	TEL-AML1_10	TEL-AML1_11	TEL-AML1_12	TEL-AML1_13	TEL-AML1_14	TEL-AML1_15	TEL-AML1_16	TEL-AML1_17	TEL-AML1_18	TEL-AML1_19	TEL-AML1_20	TEL-AML1_21	TEL-AML1_22	TEL-AML1_23	TEL-AML1_24	TEL-AML1_25	TEL-AML1_26	TEL-AML1_27	TEL-AML1_28	TEL-AML1_29	TEL-AML1_30	TEL-AML1_31	TEL-AML1_32	TEL-AML1_33	TEL-AML1_34	TEL-AML1_35	TEL-AML1_36	TEL-AML1_37	TEL-AML1_38	TEL-AML1_39	TEL-AML1_40	TEL-AML1_41	TEL-AML1_42	TEL-AML1_43	TEL-AML1_44	TEL-AML1_45	TEL-AML1_46	TEL-AML1_47	TEL-AML1_48	TEL-AML1_49	TEL-AML1_50
23505	6729.8	6969.3	5570	6330.5	6488.3	0	6355.7	6181.8	6947.9	6347.5	5529.8	7215	6830.9	6591	8373.7	5416.7	0	5665.2	6388.8	5126.9	4350.2	5717.5	6769.4	4519.1	8750	6324.9	6997.4	5820.2	5729.3	5957.4	8684.8	6614	4261.2	0	5183.1	5254	5483.1	0	7394.6	6584	4949	4379.8	6320.6	0	0	5860.9	7325.5	5894.7	4035.7	6952.7
1139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4046.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	584.2	0	0	0	0	0	0	0	0	458.8	0	0	0	0	0	0	0
23051	0	0	0	0	0	0	1973.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1404.9	0	1384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1610.4	0	0	0	923.8	0	0	0
1131	0	0	0	0	0	0	0	0	0	0	0	2161.9	0	1083.4	0	0	0	0	0	0	1900.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3316.5	0	0	0	0
1130	0	0	0	0	1054.7	0	0	0	0	0	1755.1	0	0	941.7	0	1606.3	0	0	1718.5	0	0	0	0	0	0	1598.3	0	0	0	0	0	0	0	0	0	0	0	0	0	1910.5	0	0	0	0	0	0	0	0	0	0
1136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100271849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1867.6	0	0	0	0	1026.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	645.6	0	0	0
23500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1191.8	0	0	0	0	0	2167.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27245	0	10305.9	10941.5	16803.6	8609.4	8430	0	14275.1	16014.6	8370.9	9956.3	19396.3	7753.9	7630.8	11171.6	9543.4	28468	21332.7	14338.4	9552.3	12963.9	9304.6	9307.7	12625.5	18115	9720.2	15768.5	10428.7	8110	7492.5	11655.4	6023.4	7796.3	9427.4	9093.5	4700.7	8752.8	13064.1	11544.5	9139.7	19261.6	15596.5	16583.8	10891.7	13197.6	6954	13289.7	11406.1	6536.5	25304
26993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1599.7	0	0	0	0	0	3845.3	0	0	0	2299.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1966.2	0	2974.6	0	0	0	0	0
7148	7190.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4397.4	0	0	0	0	0	0	0	0	0	625.4	2078.9	0	0	0	0	0	0
26994	7494.2	3249.7	3143.8	1663.2	3687	0	0	6149.1	2492.4	11509.3	3555.8	0	7845.2	6231.6	1385.7	4017.9	0	3685.6	0	3877.4	3565.5	4059.2	3402.2	4729.5	0	6791.9	4085	6870.7	0	6189.2	0	4295.6	4095.3	0	0	13367.8	3776.7	0	3927.9	2286	4568.8	6759.5	3588.3	0	0	5263.6	3550.4	7575.8	3989.1	4578.3
7146	7190.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7140	2427.8	3440.4	0	0	0	0	0	1930.1	0	4077.4	0	0	19.4	0	0	0	0	0	0	2094.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1897.1	0	0	0	0	0	0	0	0	0	0
7141	7616.5	0	3760.3	0	0	0	8230	0	0	0	0	0	0	3254.2	0	0	5945.3	0	5028	0	0	6461.9	0	0	0	0	0	0	0	0	0	0	7994.9	0	0	3997.5	0	0	3073.6	0	0	2985.4	0	0	5074.7	0	5213.1	5745.6	0	0
7142	0	0	0	4909.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2999.7	0	0	0	0	8893	1993.7	0	4444.7	0	0	0	2864.4	3182.6	2719.7	0	0	0
7143	0	0	0	0	0	0	0	0	0	0	0	9649.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8490	0	0	0	0	0	5995.9	0	0	0	0	0	6780.6	0	11526.5	0	0	0	0	0
89927	0	0	862.1	0	0	0	0	0	0	0	0	0	0	1023.3	0	1016.6	0	0	0	0	0	0	1994.8	0	0	0	1585.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2226.5	0	0	0	0	0	3092.7	0	0
8501	0	0	1577.4	0	0	0	0	0	3706.4	3182.3	0	0	4169.2	6045.3	0	4904	0	0	3306.1	4799.4	0	0	10077.7	2665.5	0	0	5730.7	5022.2	0	0	0	0	0	0	0	0	0	0	0	0	0	3179.4	1183.5	0	0	6313.1	4807.4	0	0	3491.7
8500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1255.1	0	0	0	0	3899.9	2548.8	0	0	0	1612.7	0	2773.6	0	0	0	0	0	0	0	0	2860.2	0	0	0	0	0	2278.3	0	0	0	2208.8	3734.1	0	0
8503	0	0	2679.1	5446.6	2541.3	4007.5	4848.9	0	0	2306.2	3962	0	4638	2418	0	3552.4	2263.5	0	0	4483.1	5070.5	2995	3492.4	0	3724.1	1704	3146.5	2029.5	3684.9	5175.7	0	5146.5	5654	4622.2	4678	2480.1	4756.8	0	4424.3	0	4797.1	1872.9	1981.8	6664.6	5526	5510.7	2289.6	3224.4	4581.1	3432.8
8050	0	0	3297.8	4608.3	5143	0	0	6203	0	5104.4	2843.2	4764.6	3802.1	0	0	1741.5	7207	0	0	4947.4	0	4397.7	0	3954.5	4081.6	3875.1	0	3691.6	0	0	4818.3	3041.2	6164.3	0	8096.3	4508	0	0	0	0	0	0	2769	0	0	3404.1	3518.1	0	0	2935.9
8505	2318	2196.2	1668.9	2042.4	2120	0	2928.8	0	0	0	1437.2	0	3392.3	0	2886.1	1460.3	3602.5	1357.2	0	1907.8	0	1921.6	0	2430.7	0	1043.7	2074.2	1857	0	2513.8	3004	0	2950.2	2024.8	0	2743.7	0	0	2911.4	0	0	0	2975	0	2584.7	1672.2	2650.2	0	0	1544.1
8504	0	0	0	2200.4	0	0	0	0	2009.2	2664.8	3154.4	0	1942.2	0	3470.8	1843.5	0	2504	0	0	0	4398.4	0	0	1922.8	0	1778.5	3285.1	0	2228.1	2457.9	0	0	0	0	2938.5	3553.8	0	3420.8	0	3053.1	2202.9	2502.4	0	0	0	0	0	1947.9	1705.8
8507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2129.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5968.3	0	0	0	0	0	0	0	0	0	0	0	0	0	3438.5	0	0	0
8509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8508	13292	7731.3	5145.6	0	5468.9	0	0	6260.5	6273.5	0	5270.8	6991.3	5883.2	5850.9	7432.4	4615.4	9587.1	5256.9	0	5502.7	0	8926.8	5136.7	0	4353.2	3698.1	5393.9	4701.7	0	6715.4	7129.3	5135.7	7428.9	7699.8	0	5731.8	6156.6	11036.1	0	5092.7	5042.4	6789.5	4854.8	6280.4	7148.7	5482	5566.7	4311.4	0	6237.7
79572	0	0	2692.1	2611.8	3603.3	0	0	0	0	0	1749.3	0	3092.2	0	4157.4	2096.6	0	0	0	0	3362.6	2079.3	0	1958.9	3494.2	2671.1	3444.6	3797.1	0	0	2759.9	3139.9	0	0	0	2175.4	0	0	2593.2	0	0	0	2841.2	0	0	3504.9	1989.6	3613.2	0	0
284649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10457	0	0	0	0	0	0	0	0	0	0	635.7	0	0	0	0	905.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2229.7	1516.3	3573.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2882	0	5361.1	0	0	0	0	0	0	0	0	2374.6	0	0	0	0	1468.4	0	0	0	2294.4	3321.6	4377.3	0	2069.8	0	0	0	2026.7	0	0	0	0	0	0	0	2061.8	3221.2	0	0	0	0	0	2416.2	0	0	0	0	2641.2	0	0
7498	0	0	0	2169.4	0	0	0	0	0	0	2435.2	4651.6	0	0	0	0	0	2178.3	0	0	0	0	0	3892.4	0	0	0	0	0	4157.2	0	1564.5	5665	1549.7	0	0	0	0	0	0	0	0	0	0	2029.3	0	0	0	3387.4	0
2886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2887	4757.3	0	3822.8	0	2637.4	0	3717.7	0	0	0	3023.7	5693.5	5965.2	3956.9	0	3039.4	0	2387.6	4425.5	2750.2	3114.3	4016.1	0	3090.3	6265.7	2852.2	3663.1	3257.4	0	4185	0	4493	7279.7	4900.8	6203.7	3024.4	4006	0	4273.6	0	3883.4	2585.4	3728.9	0	3478.4	4671.2	2928.9	2676.2	0	0
2885	0	2509.7	3631.9	0	0	0	0	0	0	0	0	0	0	6172.2	0	4271.8	5514	4240.7	4167.8	4029.4	0	0	0	5368.4	5056	4083.3	0	2589.4	0	5109.1	0	0	6982.6	7466.6	0	3679.8	0	7310.8	5429.1	0	0	3437.1	5343.2	0	4173.6	0	5677.3	4991.3	0	4479.1
23	0	4629.5	3379.5	4697.2	0	0	5840.5	0	4426.7	6696	4933.7	0	3782.1	3511.4	0	5002.1	5562.9	2319.8	2811.2	4114.2	4072.9	6181	3399.7	6364.5	5741.1	4206.5	4281.6	3771.7	0	4157.3	0	4350.4	4542.2	4982.4	7610.7	6170.9	4763.4	0	4851.5	5970.7	3241.1	4999.1	5262.2	0	4413.7	5181.6	3899.5	5912.5	3598.5	3220.1
2888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7494	70799.2	81975.4	96120.7	143089.4	88861.5	62076.4	86398.9	103730.9	88553.3	102347.3	102876.2	74310.6	61680.5	79220.6	94070.6	75995.1	60748	92152.7	91803.7	67792	96923.1	60314	77714.6	46058.8	93366.1	55561.3	37360.8	24228.7	75296.4	59414	106393.8	83082.8	123007.6	46387.1	53716.2	47696.9	84792.8	69013	101455.7	115834.8	95104.7	65695	80749.3	115888	79093.3	74950.8	74518.8	71763.1	96954.2	64169.8
23011	0	1950.6	3825.3	0	0	0	0	0	0	2733.1	0	0	0	2180.6	0	3339.1	0	0	0	0	0	3174.5	919.3	2047.9	0	2070.1	2330.9	0	0	1135.6	0	1815.1	0	0	0	0	2104.4	0	0	2968.7	2783.3	3433.2	4044.4	2651.2	2462.8	1167.5	1954.4	2520.9	3414.2	0
23013	0	2091.7	4486.6	0	0	0	4962.8	3810.4	0	4351.9	3768.3	0	3273.9	3768.9	2588.9	4123.4	5278.7	4324.8	5161.7	4585.7	0	0	1233.4	5170.7	4882.2	3104.3	6732.1	4188.1	4030.9	0	4487.1	4929.5	4264.1	4801	2403	0	3084.1	0	2971	5211.7	5761.7	4019	4537.8	0	0	3485.7	3543.6	2139.3	4370.8	5579.9
23012	0	0	179.6	0	0	0	0	0	0	0	1456.6	0	0	0	3081.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3063.1	0	0	874.8	0	0	0	0	0	0	0
23015	0	0	7380.3	3633.3	3207.5	6644.7	0	0	4959.5	6166	4186.8	0	2708.5	2323.1	7275.7	2169	4612.2	1921.2	0	0	0	5698.3	4521.5	0	2282.2	3713.7	4442.7	16045.6	4114.8	0	0	6156.5	4661.6	5146.7	3260.3	3381	2806.6	0	0	0	0	2940.7	1768.1	0	6226.1	0	0	6199.5	0	6658.9
23014	0	0	2417.5	4520.1	0	0	0	0	0	0	2713.7	0	2000.7	2606.7	0	1831.8	0	2076.3	3590.1	3040.8	0	0	0	0	1845.4	2536.6	3092.7	2483	0	0	2798.4	0	0	0	0	2786.2	3852	0	0	2590	0	2672.4	3149.1	0	3992.3	0	2851.4	0	0	3408.1
23017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6967.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23016	0	2548.6	2534.9	0	0	0	0	0	0	3883.2	3030.9	3699.6	5178.8	2339.3	2324.4	3922.3	2375.4	2964	0	2840.2	4352	0	2660.7	3393	0	2835.2	3209	0	0	0	0	3617.7	3553.8	0	0	4530.5	3602.3	2655.2	2475.7	3695.6	3991.6	3766.4	4338.4	0	2295.9	0	2340.1	2591.7	0	2491.3
23019	0	0	3544.8	4694	4759.1	5086.5	0	4671.9	4984	3409.3	0	0	3967.7	0	7427	1567.3	3607.3	4481.1	4084.7	883	5190.2	3906	0	3210.8	0	3723.6	0	4411.8	0	1639.1	3162.6	0	2530.7	4306.5	0	0	4080.9	0	4608.4	0	0	3655	4504.6	4643.6	4176.9	4327.2	3886.7	0	3975.1	2807.5
653489	0	0	2251.8	1536.4	2176	0	3290.9	0	1994.6	0	2949.1	0	3081.5	0	0	1946.8	0	0	0	0	0	1774	0	2261.8	3183.8	1113.7	0	0	2428.2	3523.9	1458.3	0	0	0	0	2405.1	0	2810.6	0	3405.7	0	2322	2785.8	0	3200.1	2777.1	0	0	0	0
1281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
653483	0	0	0	0	0	0	0	0	0	0	0	1681.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1348.5	0	0	0	0	2189.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
477	0	0	0	0	0	0	0	0	0	1545.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101060439	17600.9	21041.4	18870	20633.6	17871.3	15687.4	21516.6	17339.7	12631.3	15416.2	19864.9	18539.7	22878.5	15256.6	18598.3	14647.1	21559.4	13039.8	20558.5	15442.2	14494.7	22561.2	21788.3	22190.7	8715.2	20899.3	19383.4	16908.2	15053	17568.7	17850.6	22037.3	21732.8	21069.6	26356.6	14701.2	5820.8	20247.2	21810.8	15705	12706.4	19244.8	18354.1	16656.3	15953.4	19882.6	19792.3	24523.3	16855.6	16828.1
101060433	4094	4778.7	3830.1	4117.3	2492.5	0	7128.1	4754.6	3228.2	5359.2	4131.5	0	3712.9	2632	6295.4	4064.8	9094.2	3325.1	3115.7	2734.8	3177.4	0	2277.8	5035.8	3985	3413.7	5263.8	4066.8	3513.7	2895.4	0	3646.6	6284.5	4409.2	0	0	4138.3	0	3578.1	7822.1	3270.8	4899.4	3571.2	0	3085.6	3066.8	3984.8	4375	0	5126.6
3310	0	0	0	0	0	0	0	0	3127	0	0	0	0	1539.5	0	0	0	0	0	0	0	0	15682.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8303.1	0	0	0	0	0	0	0	0	0	0	0	0
101060431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1925.7	0	507	0	0	0
58528	0	0	0	0	0	0	0	0	3546.9	0	0	0	0	2952.9	0	2891.6	0	0	3824.5	0	3521.6	1860.5	0	0	0	1649	0	0	0	0	0	0	0	0	0	2046.7	0	4211	2899.4	0	0	0	1743.8	0	0	0	2494.5	0	0	0
1288	2516.1	0	0	0	0	0	0	0	0	0	1012	2140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4761	0	0	0	2457.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	985.9	0	0	0	0	0	4997.6	0	0	2410.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4763	0	0	1550.1	2636.8	2532.9	0	3230.9	0	0	0	0	0	0	1574.6	0	0	0	0	0	0	1737.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11249.7	0	0	2630.3	0	1601.6	0	2630.2	1533.2	1066.7	2333.5	0	0
26292	9623	5888.2	3538.5	3859.4	4117	5266.6	6976.3	5131.2	0	3888.8	4844.5	5478.6	4219.5	4444.7	7241.9	4284.1	4936.1	5315	4478.9	4615.3	4457.5	4546.2	0	5565.1	0	5366.4	4505.6	5270.4	6804.4	5423.5	4944.7	3986.4	6181.6	5284.7	0	0	5467.2	8351	0	3776.8	3912.3	4736.3	4145.7	4639.3	0	5077.5	4423.5	4641.6	6021	3904.7
81544	0	0	0	8203.3	0	0	0	0	0	0	0	0	0	4230.6	0	0	0	0	0	0	6109.2	0	0	0	0	3103.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4384.6
145389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218.1	0	0	0	0	0	0	0
81542	0	0	4202.4	0	0	3731.6	0	0	0	0	1641.3	0	3855.7	3154.2	0	4056.3	3604	2433.1	3934.1	3531.2	0	0	0	0	0	4317.5	0	0	0	0	0	0	0	0	0	2480.9	0	2434.4	4997.9	0	0	2071.8	4286.3	0	0	2438.5	2704	0	0	0
100302168	0	0	0	0	2399	0	0	0	0	0	1056.1	0	0	0	0	0	0	0	0	0	0	0	0	2630.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1304.5	0	0	0	0	0	4025.8	0
11249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1357.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11243	0	1385.1	1451.3	0	0	0	0	0	0	2081.3	3283.3	0	2336.7	3119.2	6801.5	691.1	5610.4	5650.6	0	3663.1	0	4250.5	0	2455.2	0	3348.6	2425.6	0	0	0	0	5178	6536.3	4360.8	7923.1	0	2740	7131	0	0	0	0	1801.5	0	0	1976.3	0	4535.1	7361.9	0
51499	0	0	1161.7	0	0	0	0	1554.2	0	0	0	0	1750.6	1524.9	0	0	0	0	2322.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	956.4	1683.5	0	0	0	0	1474.7	1248.1	0	0	0	0	0	0	0
55669	0	3771.8	2429.7	2921.1	0	0	4242.3	0	0	2506.7	2861.1	0	1702.3	2264.1	0	2210.9	3228.4	0	0	2884	3695.2	3937.5	2690.9	3889.4	2873.7	2350.3	3143.9	0	0	0	0	3848.8	4754.2	0	0	2452.2	0	3296.3	1764.7	5014.4	0	3475.9	1754.3	0	2814.6	2640.2	2000.5	1685	0	1933
51326	0	4282.1	3305.7	6597.2	9027.8	8854.3	3532.2	13511.4	7029.3	5705.8	9095	0	5837	5544	11565.1	5692.7	6957.1	6021.3	5083.9	3638.3	11608.7	9355.1	8030.8	5223.9	5788.6	3647.2	6209.7	8684.5	9791.2	8657.9	7820.4	5648.2	4995.4	9379.2	6200	7451.7	5218.3	5850.9	2867.9	6670.3	3172.2	4457	4478.5	8068.9	3217.9	7243.1	5409.2	4271.4	0	14517.5
5802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5801	4392	0	0	0	0	0	0	1759.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3552.5	0	0	0	0	0	0	0	0	0	0	0	0
5800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4109.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	965.8	0	0	0	1602.6	2576	0	3627.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55661	0	0	1797	2629.9	0	0	0	3519.8	0	0	0	0	0	0	0	0	0	0	0	0	0	2514.3	0	0	0	1603.9	0	0	0	0	0	0	0	0	0	0	1528.8	0	0	1960.2	0	0	1906.2	2768.8	0	1539.8	1779.1	0	0	0
51493	6940.2	3432.8	5289.4	5673.6	7093.4	0	0	5069	5275.1	4212.3	3395.7	5245.2	6970.3	6732.3	3393.1	4157	1489.8	4775.1	5809.2	4601.4	3552.1	0	5581	6039.1	0	3021.9	6494.7	3076.2	3849.5	0	2482.4	4441	4546.8	2888.2	4995.5	5574.1	5511.3	0	0	0	4831.2	4720.1	5851.3	5449.8	3725.3	6824.5	5251.1	6310.8	3676.2	6273.2
64795	0	3171.5	5347.8	3854.8	4909.6	3903.6	4113.1	2822.5	4393.9	5015.2	5540.1	3200.4	5922.7	4339.2	0	4237.8	5040.5	4268.2	0	4355.4	2631.9	4522.2	2592.9	2940.5	3250.2	3809.7	3624	3733.8	0	4480.1	4571.1	4484.3	0	2347.2	0	4730.4	4297.5	0	3685.5	4907.7	6037	2766	5355.2	0	3218.8	5523.1	3905.6	3100	3804.4	4262.2
116372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	698.5
56311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
687	0	0	0	0	0	0	0	0	0	0	0	3765.2	1765.7	0	0	0	0	0	2726.9	0	2887.3	0	0	0	0	0	0	3907.2	0	2229.2	0	0	3219.7	2800.9	0	1958.2	0	0	0	0	2031.3	0	0	0	0	1230.4	0	0	0	0
7184	8056.4	12057.7	10870.6	0	0	6459.6	8940.8	19455	12139.3	9178.4	14078.3	7354.4	12871.8	9488.8	6959.6	17504.5	8487.2	11841.2	9946.8	8440	5873.9	10085.1	9217.5	8274.7	8886.2	16139	10549.7	13551.6	9048.1	10165.1	13148.3	13386.9	0	6994.7	11887	11163.2	10285.7	9193.1	15161.3	14591.5	9204.8	13896.7	11131.9	5607.5	6650.3	14351.5	11600	9328.1	7620.9	9340.6
729408	6331.3	4470.7	0	0	0	0	0	0	0	0	3980	3168.9	0	2615.3	0	0	0	0	2875.7	0	2215.7	5663	0	2351.5	0	1578.3	0	0	0	0	7547.3	1457.3	0	0	0	3889.1	5663.6	0	0	3826.5	0	1752.4	0	0	0	0	3187.5	0	0	3699.2
1576	0	0	0	0	0	0	0	0	0	0	1660.5	2367.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2175.4	2948.8	0	0	0	0	0	0	0	0	3763.2	0	0	453.1	0	0	0	0	0	0	0
